" 4";" 5";0,00;0;0,00;0,00;0,00;0,00;E;0,00;0,00
" 4";" 6";4,00;1;5,00;5,00;4,00;0,00;U;0,75;0,75
" 4";" 7";0,00;0;0,00;0,00;0,00;0,00;E;0,00;0,00
" 4";"Ws";0,00;0;0,00;0,00;0,00;0,00;E;0,00;0,00
" 4";" 8";0,00;0;0,00;0,00;0,00;0,00;E;0,00;0,00
" 4";" 9";0,00;0;0,00;0,00;0,00;0,00;E;0,00;0,00
" 4";"10";0,00;0;0,00;0,00;0,00;0,00;E;0,00;0,00
" 4";"Zd";15,00;3;15,00;15,00;5,00;5,00;S;0,01;0,01
" 4";"11";15,00;3;15,00;15,00;5,00;5,00;S;0,01;0,01
" 4";"12";0,00;0;0,00;0,00;0,00;0,00;E;0,00;0,00
" 4";"99";0,00;0;0,00;0,00;0,00;0,00;E;0,00;0,00
" 5";"Total";2711808,00;20002;2711808,00;2711808,00;2280,00;1979,00;S;0,01;0,01
" 5";"Nr";719049,00;5137;719049,00;719049,00;1636,00;1615,00;S;0,01;0,01
" 5";" 1";398062,00;2856;398062,00;398062,00;1636,00;1223,00;S;0,01;0,01
" 5";" 2";223990,00;1657;223990,00;223990,00;1377,00;1195,00;S;0,01;0,01
" 5";" 3";96997,00;624;96997,00;96997,00;1615,00;1615,00;S;0,01;0,01
" 5";"Os";642238,00;4808;642238,00;642238,00;2280,00;1020,00;S;0,01;0,01
" 5";" 4";36311,00;293;36311,00;36311,00;2280,00;516,00;S;0,01;0,01
" 5";" 5";93589,00;676;93589,00;93589,00;831,00;600,00;S;0,01;0,01
" 5";" 6";345803,00;2648;345803,00;345803,00;1020,00;1020,00;S;0,01;0,01
" 5";" 7";166535,00;1191;166535,00;166535,00;978,00;817,00;S;0,01;0,01
" 5";"Ws";648972,00;4696;648972,00;648972,00;1160,00;1125,00;S;0,01;0,01
" 5";" 8";63767,00;467;63767,00;63767,00;614,00;579,00;S;0,01;0,01
" 5";" 9";537911,00;3866;537911,00;537911,00;1160,00;1125,00;S;0,01;0,01
" 5";"10";47294,00;363;47294,00;47294,00;600,00;530,00;S;0,01;0,01
" 5";"Zd";701549,00;5361;701549,00;701549,00;1979,00;1405,00;S;0,01;0,01
" 5";"11";488613,00;3791;488613,00;488613,00;1979,00;1405,00;S;0,01;0,01
" 5";"12";212936,00;1570;212936,00;212936,00;1265,00;1202,00;S;0,01;0,01
" 5";"99";0,00;0;0,00;0,00;0,00;0,00;E;0,00;0,00
" 6";"Total";2320534,00;8831;2320534,00;2320534,00;7313,00;2959,00;S;0,01;0,01
" 6";"Nr";659680,00;2471;659680,00;659680,00;2959,00;2826,00;S;0,01;0,01
" 6";" 1";348039,00;1334;348039,00;348039,00;2959,00;2826,00;S;0,01;0,01
" 6";" 2";221332,00;802;221332,00;221332,00;2105,00;1622,00;S;0,01;0,01
" 6";" 3";90309,00;335;90309,00;90309,00;1076,00;887,00;S;0,01;0,01
" 6";"Os";515003,00;2041;515003,00;515003,00;7313,00;2581,00;S;0,01;0,01
" 6";" 4";32132,00;111;32132,00;32132,00;2581,00;1713,00;S;0,01;0,01
" 6";" 5";94957,00;370;94957,00;94957,00;1706,00;1608,00;S;0,01;0,01
" 6";" 6";251358,00;1014;251358,00;251358,00;7313,00;1517,00;S;0,01;0,01
" 6";" 7";136556,00;546;136556,00;136556,00;2217,00;1643,00;S;0,01;0,01
" 6";"Ws";543570,00;2062;543570,00;543570,00;1867,00;1713,00;S;0,01;0,01
" 6";" 8";75442,00;303;75442,00;75442,00;971,00;894,00;S;0,01;0,01
" 6";" 9";430851,00;1627;430851,00;430851,00;1713,00;1566,00;S;0,01;0,01
" 6";"10";37277,00;132;37277,00;37277,00;1867,00;1139,00;S;0,01;0,01
" 6";"Zd";602281,00;2257;602281,00;602281,00;1489,00;1419,00;S;0,01;0,01
" 6";"11";392395,00;1521;392395,00;392395,00;1489,00;1405,00;S;0,01;0,01
" 6";"12";209886,00;736;209886,00;209886,00;1419,00;1335,00;S;0,01;0,01
" 6";"99";0,00;0;0,00;0,00;0,00;0,00;E;0,00;0,00
" 7";"Total";2505042,58;5498;2505042,58;2505042,58;3337,00;3267,00;S;0,01;0,01
" 7";"Nr";688962,00;1487;688962,00;688962,00;2476,00;2322,00;S;0,01;0,01
" 7";" 1";354711,00;770;354711,00;354711,00;2021,00;1965,00;S;0,01;0,01
" 7";" 2";241913,00;497;241913,00;241913,00;2476,00;2322,00;S;0,01;0,01
" 7";" 3";92338,00;220;92338,00;92338,00;1881,00;1811,00;S;0,01;0,01
" 7";"Os";534147,00;1380;534147,00;534147,00;2406,00;2294,00;S;0,01;0,01
" 7";" 4";25770,00;58;25770,00;25770,00;1405,00;1377,00;S;0,01;0,01
" 7";" 5";110930,00;283;110930,00;110930,00;1762,00;1440,00;S;0,01;0,01
" 7";" 6";251188,00;658;251188,00;251188,00;2294,00;1895,00;S;0,01;0,01
" 7";" 7";146259,00;381;146259,00;146259,00;2406,00;1888,00;S;0,01;0,01
" 7";"Ws";663896,58;1294;663896,58;663896,58;3337,00;2861,00;S;0,01;0,01
" 7";" 8";87305,00;178;87305,00;87305,00;3337,00;2861,00;S;0,01;0,01
" 7";" 9";515019,58;997;515019,58;515019,58;2378,00;2371,00;S;0,01;0,01
" 7";"10";61572,00;119;61572,00;61572,00;2266,00;2266,00;S;0,01;0,01
" 7";"Zd";618037,00;1337;618037,00;618037,00;3267,00;3148,00;S;0,01;0,01
" 7";"11";363490,00;822;363490,00;363490,00;3267,00;3148,00;S;0,01;0,01
" 7";"12";254547,00;515;254547,00;254547,00;2539,00;2364,00;S;0,01;0,01
" 7";"99";0,00;0;0,00;0,00;0,00;0,00;E;0,00;0,00
" 8";"Total";2799074,26;4594;2799074,26;2799074,26;7215,00;5717,00;S;0,01;0,01
" 8";"Nr";756529,00;1426;756529,00;756529,00;5717,00;4408,00;S;0,01;0,01
" 8";" 1";418778,00;744;418778,00;418778,00;5717,00;3827,00;S;0,01;0,01
" 8";" 2";258233,00;527;258233,00;258233,00;4408,00;3267,00;S;0,01;0,01
" 8";" 3";79518,00;155;79518,00;79518,00;3939,00;2455,00;S;0,01;0,01
" 8";"Os";620392,00;1101;620392,00;620392,00;4541,00;4051,00;S;0,01;0,01
" 8";" 4";18150,00;46;18150,00;18150,00;2889,00;2861,00;S;0,01;0,01
" 8";" 5";81799,00;152;81799,00;81799,00;2028,00;1916,00;S;0,01;0,01
" 8";" 6";303377,00;572;303377,00;303377,00;3869,00;3435,00;S;0,01;0,01
" 8";" 7";217066,00;331;217066,00;217066,00;4541,00;4051,00;S;0,01;0,01
" 8";"Ws";775132,26;1026;775132,26;775132,26;7215,00;4989,00;S;0,01;0,01
" 8";" 8";59953,00;127;59953,00;59953,00;4282,00;3694,00;S;0,01;0,01
" 8";" 9";643762,26;799;643762,26;643762,26;7215,00;4240,00;S;0,01;0,01
" 8";"10";71417,00;100;71417,00;71417,00;4989,00;3624,00;S;0,01;0,01
" 8";"Zd";647021,00;1041;647021,00;647021,00;5234,00;4569,00;S;0,01;0,01
" 8";"11";402925,00;666;402925,00;402925,00;5234,00;4345,00;S;0,01;0,01
" 8";"12";244096,00;375;244096,00;244096,00;4569,00;4205,00;S;0,01;0,01
" 8";"99";0,00;0;0,00;0,00;0,00;0,00;E;0,00;0,00
" 9";"Total";6510758,00;3779;6510758,00;6510758,00;175677,00;141482,00;S;0,01;0,01
" 9";"Nr";1549049,00;862;1549049,00;1549049,00;43587,00;43293,00;S;0,01;0,01
" 9";" 1";466529,00;406;466529,00;466529,00;23287,00;18856,00;S;0,01;0,01
" 9";" 2";863393,00;305;863393,00;863393,00;43587,00;43293,00;S;0,01;0,01
" 9";" 3";219127,00;151;219127,00;219127,00;9343,00;8727,00;S;0,01;0,01
" 9";"Os";1392096,00;893;1392096,00;1392096,00;112887,00;109240,00;S;0,01;0,01
" 9";" 4";11968,00;29;11968,00;11968,00;11401,00;145,00;U;1288,15;1288,15
" 9";" 5";145004,00;116;145004,00;145004,00;13270,00;12325,00;S;0,01;0,01
" 9";" 6";1083254,00;551;1083254,00;1083254,00;112887,00;109240,00;S;0,01;0,01
" 9";" 7";151870,00;197;151870,00;151870,00;8314,00;8139,00;S;0,01;0,01
" 9";"Ws";1944545,00;976;1944545,00;1944545,00;175677,00;141482,00;S;0,01;0,01
" 9";" 8";198859,00;107;198859,00;198859,00;25520,00;24295,00;S;0,01;0,01
" 9";" 9";1537016,00;729;1537016,00;1537016,00;175677,00;141482,00;S;0,01;0,01
" 9";"10";208670,00;140;208670,00;208670,00;21803,00;19493,00;S;0,01;0,01
" 9";"Zd";1625068,00;1048;1625068,00;1625068,00;27270,00;22895,00;S;0,01;0,01
" 9";"11";1105305,00;708;1105305,00;1105305,00;21173,00;19605,00;S;0,01;0,01
" 9";"12";519763,00;340;519763,00;519763,00;27270,00;22895,00;S;0,01;0,01
" 9";"99";0,00;0;0,00;0,00;0,00;0,00;E;0,00;0,00
"99";"Total";385,00;5;385,00;385,00;77,00;77,00;S;0,01;0,01
"99";"Nr";385,00;5;385,00;385,00;77,00;77,00;S;0,01;0,01
"99";" 1";0,00;0;0,00;0,00;0,00;0,00;E;0,00;0,00
"99";" 2";385,00;5;385,00;385,00;77,00;77,00;S;0,01;0,01
"99";" 3";0,00;0;0,00;0,00;0,00;0,00;E;0,00;0,00
"99";"Os";0,00;0;0,00;0,00;0,00;0,00;E;0,00;0,00
"99";" 4";0,00;0;0,00;0,00;0,00;0,00;E;0,00;0,00
"99";" 5";0,00;0;0,00;0,00;0,00;0,00;E;0,00;0,00
"99";" 6";0,00;0;0,00;0,00;0,00;0,00;E;0,00;0,00
"99";" 7";0,00;0;0,00;0,00;0,00;0,00;E;0,00;0,00
"99";"Ws";0,00;0;0,00;0,00;0,00;0,00;E;0,00;0,00
"99";" 8";0,00;0;0,00;0,00;0,00;0,00;E;0,00;0,00
"99";" 9";0,00;0;0,00;0,00;0,00;0,00;E;0,00;0,00
"99";"10";0,00;0;0,00;0,00;0,00;0,00;E;0,00;0,00
"99";"Zd";0,00;0;0,00;0,00;0,00;0,00;E;0,00;0,00
"99";"11";0,00;0;0,00;0,00;0,00;0,00;E;0,00;0,00
"99";"12";0,00;0;0,00;0,00;0,00;0,00;E;0,00;0,00
"99";"99";0,00;0;0,00;0,00;0,00;0,00;E;0,00;0,00
